course,year,semester,code,name
BSc.Fin,1,1,BUCU 1105,CO-OPERATIVE PHILOSOPHY
BSc.Fin,2,1,BACC 2105,COST ACCOUNTING
BSc.Fin,2,1,BACC 2106,ACCOUNTING FOR ASSETS
BSc.Fin,2,1,BASC 2102,FINANCIAL MATHEMATICS I
BSc.Fin,2,1,BFIN 2101,FINANCIAL MANAGEMENT
BSc.Fin,2,1,BFIN 2120,FINANCIAL ECONOMETRICS I
BSc.Fin,2,1,BSTA 2101,STATISTICS
BSc.Fin,3,1,BACC 3105,MANAGEMENT ACCOUNTING
BSc.Fin,3,1,BFIN 3104,FINANCIAL INSTITUTIONS AND MARKETS
BSc.Fin,3,1,BFIN 3106,FIXED INCOME SECURITIES ANALYSIS AND VALUATION
BSc.Fin,3,1,BFIN 4214,FINANCIAL MODELLING AND FORECASTING
BSc.Fin,3,1,BSTA 3109,OPERATIONS RESEARCH II
BSc.Fin,4,1,BBCU 4101,RESEARCH PROJECT I
BSc.Fin,4,1,BFIN 4107,INTERNATIONAL FINANCE
BSc.Fin,4,1,BFIN 4111,INVESTMENT ETHICS AND STANDARDS
BSc.Fin,4,1,BFIN 4122,DERIVATIVES ANALYSIS AND VALUATION
BTM,1,1,BACC 1201,PRINCIPLES OF ACCOUNTING
BTM,1,1,BLAN 1101,FRENCH 1 A
BTM,1,1,BTRM 1106,TOURISM PRINCIPLES AND PRACTICES
BTM,1,1,BUCU 1101,COMMUNICATION SKILLS
BTM,1,1,BUCU 1102,LIFE SKILLS
BTM,1,1,BUCU 1104,COMPUTER APPLICATIONS
BTM,1,1,BUCU 1105,CO-OPERATIVE PHILOSOPHY
BTM,2,1,BLAN 2105,FRENCH 2
BTM,2,1,BSTA 2101,STATISTICS
BTM,2,1,BTRM 2105,TRAVEL AND TOUR OPERATIONS
BTM,2,1,BTRM 2106,HERITAGE TOURISM
BTM,2,1,BTRM 2107,TICKETING AND DOCUMENTATION
BTM,2,1,BTRM 2109,NATURAL HISTORY OF FLORA IN EAST AFRICA
BTM,3,1,BCIT 3127,HOSPITALITY AND TOURISM INFORMATION SYSTEMS
BTM,3,1,BLAN 3105,FRENCH 3A
BTM,3,1,BLAW 2119,BUSINESS LAW
BTM,3,1,BTRM 3114,SERVICE QUALITY AND DESTINATION MANAGEMENT
BTM,3,1,BTRM 3115,TOURISM POLICY AND PLANNING
BTM,3,1,BTRM 3116,WILDLIFE CONSERVATION AND TOURISM
BTM,4,1,BENT 4107,ENTREPRENEURSHIP IN TOURISM
BTM,4,1,BHRM 2105,HUMAN RESOURCE PLANNING
BTM,4,1,BMGT 4120,STRATEGIC MANAGEMENT IN TOURISM
BTM,4,1,BPRM 4101,PUBLIC RELATIONS AND CRISIS MANAGEMENT IN TOURISM
BTM,4,1,BPRM 4102,PROJECT MANAGEMENT IN TOURISM
BTM,4,1,BTRM 4102,TOURISM TRANSPORT MANAGEMENT
BTM,4,1,BTRM 4111,RESEARCH METHODS IN TOURISM
CBM,1,1,0031 451 05A,BUSINESS COMMUNICATION
CBM,1,1,0411 451 04A,FINANCIAL ACCOUNTING SKILLS
CBM,1,1,0413 451 07A,MANAGEMENT SKILLS
CBM,1,1,0413 454 14A,CO-OPERATIVE PRACTICES
CBM,1,1,0588 541 09A,BUSINESS MATHEMATICS AND STATISTICS
CBM,1,1,0611 451 01A,DIGITAL LITERACY
CPS,1,2,CBM 0108,BUSINESS ETHICS
CPS,1,2,CPM 0107,FOUNDATIONS OF ACCOUNTING
CPS,1,2,CPM 0109,CUSTOMER CARE
CPS,1,2,CPM 0110,TACTICS AND OPERATIONS IN PURCHASING
CPS,1,2,CPM 0111,SUPPLIES AND MATERIALS MANAGEMENT
CPS,1,2,CPM 0112,LIFE SKILLS
DAF,1,1,0031 541 10A,COMMUNICATION SKILLS
DAF,1,1,0411 551 07A,FUNDAMENTALS OF ACCOUNTING
DAF,1,1,0411 551 13A,FINANCIAL MANAGEMENT SKILLS
DAF,1,1,0611 551 04A,DIGITAL LITERACY
DAF,1,1,CO-OPERATIVE PRACTICES 24,Joash Rono
DAF,2,2,DMAF 1201,TAXATION
DAF,2,2,DMAF 1203,COMPUTERIZED ACCOUNTING
DAF,2,2,DMBA 1204,BUSINESS LAW
DAF,2,2,DMDE 1202,BUSINESS PLANNING
DAF,2,2,DMHR 1206,PUBLIC RELATIONS
DAF,2,2,DUCU 1204,RESEARCH PROJECT II
DBA,2,1,DMAF 1201,TAXATION
DBA,2,1,DMBA 1103,ORGANIZATIONAL BEHAVIOUR
DBA,2,1,DMBF 1101,PRINCIPLES OF AUDITING
DBA,2,1,DMMF 1201,HUMAN RESOURCE MANAGEMENT
DBA,2,1,DUCU 1201,ENTREPRENEURSHIP SKILLS
DBA,2,1,DUCU 1203,RESEARCH PROJECT I
DBF,1,1,0031 541 10A,BUSINESS COMMUNICATION
DBF,1,1,0411 551 07A,FINANCIAL ACCOUNTING SKILLS
DBF,1,1,0411 551 13A,FINANCIAL MANAGEMENT SKILLS
DBF,1,1,0412 551 12A,MARKET BANK PRODUCTS
DBF,1,1,0611 551 04A,DIGITAL LITERACY
DBF,1,2,DMBA 1102,PRINCIPLES AND PRACTICE OF MANAGEMENT
DBF,1,2,DMBF 1103,INTERNATIONAL TRADE FINANCE
DBF,1,2,DMBM 1101,FINANCIAL ACCOUNTING
DBF,1,2,DMMF 1102,CUSTOMER CARE
DBF,1,2,DUCU 1105,LIFE SKILLS
DBF,1,2,DUCU 1107,RESEARCH METHODS
DBF,2,2,DMBF 1202,ASSETS AND LIABILITIES MANAGEMENT
DBF,2,2,DMBF 1203,LENDING
DBF,2,2,DMCM 1201,BANKING LAW AND PRACTICE
DBF,2,2,DMDM 1101,PRINCIPLES OF MARKETING
DBF,2,2,DUCU 1201,ENTREPRENEURSHIP SKILLS
DBF,2,2,DUCU 1204,RESEARCH PROJECT II
DBM,1,1,0031 451 05A,APPLY COMMUNICATION SKILLS
DBM,1,1,0411 451 04A,APPLY FINANCIAL ACCOUNTING SKILLS
DBM,1,1,0413 551 15A,DEVELOP ORGANIZATIONAL STRATEGIC PLAN
DBM,1,1,0413 551 16A,PERFORM HUMAN RESOURCE ACTIVITIES
DBM,1,1,0611 451 01A,APPLY DIGITAL LITERACY
DBM,2,2,DMBA 1204,BUSINESS LAW
DBM,2,2,DMBM 1202,TAXATION
DBM,2,2,DMDE 1202,BUSINESS PLANNING
DBM,2,2,DMHR 1203,GENERAL ECONOMICS
DBM,2,2,DMMF 1102,CUSTOMER CARE
DBM,2,2,DUCU 1204,RESEARCH PROJECT II
DCAM,1,1,0031 541 10A,COMMUNICATION SKILLS
DCAM,1,1,0611 551 04A,DIGITAL LITERACY
DCAM,1,1,0915 551 05A,PRINCIPLES OF FOOD SCIENCE AND NUTRITION
DCAM,1,1,1013 551 01A,FRONT OFFICE OPERATIONS
DCAM,1,1,1013 551 02A,LAUNDRY OPERATIONS
DCAM,1,1,1013 551 03A,HOUSEKEEPING OPERATIONS
DCD,2,2,DCOD 2207,ADMINISTRATION OF SOCIAL WELFARE ORGANIZATIONS
DCD,2,2,DCOD 2208,COMMUNITY LEADERSHIP
DCD,2,2,DCOD 2209,PROJECT MANAGEMENT
DCD,2,2,DCOD 2210,COMMUNITY HEALTH
DCD,2,2,DCRP 2201,RESEARCH PROJECT
DCD,2,2,DSOC 2202,HUMAN DIVERSITY
DCHM,2,1,DCHM 1201,FOOD PRODUCTION PRACTICAL II (BAKING AND PASTRY)
DCHM,2,1,DCHM 1202,LAB PRA. DIPLOMA AND CERTIFICATE Dr. Desmond Mwangi Dr. Desmond Mwangi Dr. Desmond Mwangi Maurice Odambatafwa FOOD SERVICE PRACTICAL II (NON-ALCOHOLIC BEVERAGES AND
DCHM,2,1,DECO 1203,GENERAL ECONOMICS
DCHM,2,1,DHRM 2122,HUMAN RESOURCE MANAGEMENT
DCHM,2,1,DLAN 1201,FOREIGN LANGUAGE II (FRENCH)
DCHM,2,1,DMKT 1242,HOSPITALITY MARKETING
DCHM,2,1,DUCU 2108,ENTREPRENEURSHIP SKILLS
DCHM,2,2,DCHM 1204,FRONT OFFICE OPERATIONS
DCHM,2,2,DCHM 1205,FOOD AND BEVERAGE CONTROL
DCHM,2,2,DCHM 1207,FACILITIES MANAGEMENT
DCHM,2,2,DCHM 1208,FOOD AND BEVERAGE MANAGEMENT
DCHM,2,2,DCHM 1209,NUTRITION
DCHM,2,2,DLAN 1201,FOREIGN LANGUAGE II (FRENCH)
DCHM,2,2,DLAW 1206,HOSPITALITY AND TOURISM LAW
DCHM,2,2,DMTM 1101,FUNDAMENTALS OF TOURISM
DCM,1,1,0031 441 01 A,APPLY COMMUNICATION SKILLS
DCM,1,1,0411 451 04A,APPLY FINANCIAL ACCOUNTING SKILLS
DCM,1,1,0411 551 13A,CO-OPERATIVE PRACTICE
DCM,1,1,0412 551 14B,MANAGE COOPERATIVE MEMBER RECORDS
DCM,1,1,0412 551 17B,PERFORM HUMAN RESOURCE FUNCTIONS
DCM,1,1,0611 451 01A,APPLY DIGITAL LITERACY
DCM,2,2,DCOB 2206,CO-OPERATIVE EDUCATION TRAINING
DCM,2,2,DCOB 2207,FINANCIAL MANAGEMENT FOR CO-OPERATIVES
DCM,2,2,DCOB 2208,RESEARCH PROJECT
DCM,2,2,DMAF 1213,COST ACCOUNTING
DCM,2,2,DMHR 1203,PRINCIPLES OF ECONOMICS
DCM,2,2,DUCU 1201,ENTREPRENEURSHIP SKILLS
DCP,2,2,DICP 2225,DEMONSTRATE OCCUPATIONAL SAFETY AND HEALTH PRACTICES
DCP,2,2,DICP 2226,CLIENT SIDE WEB APPLICATIONS II
DCP,2,2,DICP 2227,SERVER SIDE WEB APPLICATIONS II
DCP,2,2,DICP 2228,MOBILE APPLICATIONS II
DCP,2,2,DICP 2229,AGILE DEVELOPMENT CONCEPTS II
DCS,1,1,CS/61/001/6/A,DEMONSTRATE DIGITAL LITERACY
DCS,1,1,CS/61/002/6/A,DEMONSTRATE COMMUNICATION SKILLS
DCS,1,1,CS/61/003/6/A,PERFORM SYSTEM ANALYSIS AND DESIGN
DCS,1,1,CS/61/004/6/A,UNDERSTAND STRUCTURED PROGRAMMING CONCEPTS (C)
DCS,1,1,CS/61/005/6/A,DEMONSTRATE BASIC ELECTRONIC SKILLS
DCS,1,1,CS/61/006/6/A,APPLY FUNDAMENTALS OF MATHEMATICS
DCS,1,2,BCIT 1202,DATA COMMUNICATION AND COMPUTER NETWORKS
DCS,1,2,BCIT 1207,INTRODUCTION TO INFORMATION SYSTEMS
DCS,1,2,BLAW 1201,BUSINESS LAW
DCS,1,2,BMAT 1204,DISCRETE MATHEMATICS
DCS,1,2,BMAT 1205,CALCULUS I
DCS,1,2,BMKT 1202,PRINCIPLES OF MARKETING
DCS,1,2,CS/61/007/6/A,UNDERSTAND OPERATING SYSTEM
DCS,1,2,CS/61/008/6/A,DEMONSTRATE DATABASE MANAGEMENT SKILLS (SQL)
DCS,1,2,CS/61/009/6/A,APPLY CLOUD COMPUTING FUNDAMENTALS
DCS,1,2,CS/61/010/6/A,OBJECT ORIENTED PROGRAMMING (C++)
DCS,1,2,CS/61/011/6/A,UNDERSTAND COMPILER CONSTRUCTION PRINCIPLES
DCS,1,2,CS/61/012/6/A,APPLY COOPERATIVE PRACTICES
DCS,1,2,CS/61/013/6/A,UNDERSTAND MATHEMATICS FOR COMPUTER SCIENCE
DCS,1,2,CSC 1204,DATA STRUCTURES AND ALGORITHMS
DCS,1,2,CSE 1203,STRUCTURED PROGRAMMING LAB
DCS,1,2,DCS 1.20412 551 10A,Apply Business Maths and Statistics
DCS,1,2,DCS 1.20412 551 22A,Cooperative Practices
DCS,1,2,DCS 1.20613 554 03A,Networking and Distributed Systems
DCS,1,2,DCS 1.20613 554 04A,Graphics Design
DCS,1,2,DCS 1.20613 554 10A,Apply Mathematics for Computer Science
DCS,2,1,DICS 2116,DATABASE MANAGEMENT SKILLS II
DCS,2,1,DICS 2117,INFORMATION SYSTEM II
DCS,2,1,DICS 2118,NETWORKING AND DISTRIBUTED SYSTEMS II
DCS,2,1,DICS 2119,ARTIFICIAL INTELLIGENCE II
DCS,2,1,DICS 2120,ALGORITHMS AND DATA STRUCTURES I
DCS,2,1,DICS 2121,WEB DESIGN SKILLS I
DCS,2,1,DICS 2122,GRAPHIC DESIGN I
DCS,2,2,BCIT 1208,COMPUTER NETWORKS
DCS,2,2,BCIT 1210,DATABASE MANAGEMENT SYSTEMS
DCS,2,2,BCIT 2213,NETWORKS AND SYSTEMS ADMINISTRATION
DCS,2,2,BCIT 2214,SOFTWARE ENGINEERING
DCS,2,2,BCIT 2217,OBJECT ORIENTED PROGRAMMING II
DCS,2,2,BCIT 2219,MANAGEMENT INFORMATION SYSTEMS
DCS,2,2,BCIT 2230,ADVANCED OPERATING SYSTEMS
DCS,2,2,BCSC 2205,COMPUTER AIDED ART AND DESIGN
DCS,2,2,BECO 1202,PRINCIPLES OF MACROECONOMICS
DCS,2,2,BMAT 1207,MATHEMATICS II
DCS,2,2,BPHY 1204,DIGITAL LOGIC AND ELECTRONICS
DCS,2,2,BSTA 1203,PROBABILITY AND STATISTICS I
DCS,2,2,DICS 2222,OCCUPATIONAL SAFETY AND HEALTH PRACTICES
DCS,2,2,DICS 2223,EMPLOYABILITY SKILLS
DCS,2,2,DICS 2224,ENVIRONMENTAL LITERACY
DCS,2,2,DICS 2225,ALGORITHMS AND DATA STRUCTURES II
DCS,2,2,DICS 2226,WEB DESIGN SKILLS II
DCS,2,2,DICS 2227,GRAPHIC DESIGN II
DCS,3,2,BCIT 2122,OBJECT ORIENTED PROGRAMMING
DCS,3,2,BCIT 2132,WEB DEVELOPMENT
DCS,3,2,BCIT 3237,ELECTRONIC COMMERCE
DCS,3,2,BCIT 3238,MOBILE APPLICATION DEVELOPMENT
DCS,3,2,BCIT 3242,ADVANCED DATABASE MANAGEMENT SYSTEMS
DCS,3,2,BCIT 3244,MULTIMEDIA SYSTEMS
DCS,3,2,BCIT 3260,RESEARCH METHODS FOR IT
DCS,3,2,BCIT 3265,DISTRIBUTED SYSTEMS
DCS,3,2,BCSC 3225,ARTIFICIAL INTELLIGENCE
DCS,3,2,BECO 1101,PRINCIPLES OF MICROECONOMICS
DCS,3,2,BMAT 1102,MATHEMATICS I
DCS,3,2,BUCI 1101,COMMUNICATION SKILLS
DCS,3,2,BUCI 1102,LIFE SKILLS
DCS,3,2,BUCI 1105,COOPERATIVE PHILOSOPHY
DCS,4,2,BCIT 4254,ICT COMMERCIALIZATION
DCS,4,2,BCIT 4255,INFORMATION SYSTEMS AUDIT
DCS,4,2,BCIT 4264,PROJECT II
DCS,4,2,BCIT 4266,COMPUTING LAW AND ETHICS
DCS,4,2,BCSC 4126,SIMULATION AND MODELLING
DCS,4,2,BCSC 4214,MOBILE COMPUTING
DCS,4,2,BCSC 4227,DATA SCIENCE
DCS,4,2,BCSC 4231,KNOWLEDGE BASED SYSTEMS
DCS,4,2,BENT 1207,ENTREPRENEURSHIP SKILLS
DCS,4,2,BFIN 2225,FINANCIAL ETHICS AND STANDARDS
DCS,4,2,BMGT 1201,PRINCIPLES AND PRACTICE OF MANAGEMENT
DCY,1,1,23,Brian Obunga
DCY,1,1,APPLY FUNDAMENTALS OF MATHEMATICS 23,Godfrey Makori
DCY,1,1,DEMONSTRATE COMMUNICATION SKILLS 23,Samuel Omulando
DCY,1,1,DEMONSTRATE DIGITAL LITERACY 23,Nicole Chepngetich
DCY,1,1,PERFORM SYSTEM ANALYSIS AND DESIGN 23,Danson Gikonyo
DCY,1,1,UNDERSTAND STRUCTURED PROGRAMMING CONCEPTS (C) 23,Brian Obunga
DCY,1,2,APPLY CLOUD COMPUTING FUNDAMENTALS 25,Rieko Brian Ongeri
DCY,1,2,APPLY COOPERATIVE PRACTICES 25,Joash Rono
DCY,1,2,APPLY OBJECT ORIENTED PROGRAMMING USING JAVA 25,Sylvia Nyawira
DCY,1,2,BCIT 1208,COMPUTER NETWORKS
DCY,1,2,BCIT 1210,DATABASE MANAGEMENT SYSTEMS
DCY,1,2,BCSC 1204,DATA STRUCTURES AND ALGORITHMS
DCY,1,2,BCSE 1203,STRUCTURED PROGRAMMING LAB
DCY,1,2,BENT 1207,ENTREPRENEURSHIP SKILLS
DCY,1,2,BMAT 1204,DISCRETE MATHEMATICS
DCY,1,2,BMAT 1205,CALCULUS I
DCY,1,2,BPHY 1203,PHYSICS
DCY,1,2,BPHY 1204,DIGITAL LOGIC AND ELECTRONICS
DCY,1,2,BSTA 1203,PROBABILITY AND STATISTICS I
DCY,1,2,DCY 1.2 0612554 03A,Apply Cooperative Practices
DCY,1,2,DCY 1.2 0612554 05A,Install and Configure Linux
DCY,1,2,DCY 1.2 0612554 06A,Secure Software Application
DCY,1,2,DESIGN AND USE OF A DATABASE (SQL) 25,Emmanuel Malingi
DCY,1,2,PERFORM COMPUTER NETWORK SETUP 25,Sylvia Cherop
DCY,1,2,UNDERSTAND INFORMATION SECURITY GOVERNANCE 25,Henry Mideko
DCY,2,1,DICU 1108,APPLY WORK ETHICS AND PRACTICES
DCY,2,1,DICY 2112,ENVIRONMENTAL LITERACY
DCY,2,1,DICY 2113,SOFTWARE APPLICATION SECURITY
DCY,2,1,DICY 2114,DATABASE SECURITY
DCY,2,1,DICY 2115,CYBER SECURITY SYSTEM INSTALLATION
DCY,2,2,BCIT 2214,SOFTWARE ENGINEERING
DCY,2,2,BCIT 2217,OBJECT ORIENTED PROGRAMMING II
DCY,2,2,BCIT 2218,INTERNET APPLICATION PROGRAMMING
DCY,2,2,BCIT 2219,MANAGEMENT INFORMATION SYSTEMS
DCY,2,2,BCSC 2207,SCIENTIFIC COMPUTING
DCY,2,2,BCSC 2256,DATA COMMUNICATION
DCY,2,2,BCSE 2206,SOFTWARE REQUIREMENTS ENGINEERING
DCY,2,2,BCSE 2207,SOFTWARE METRICS
DCY,2,2,BCSE 2208,FUNDAMENTALS OF OBJECT ORIENTED PROGRAMMING WITH JAVA
DCY,2,2,BDSC 2203,DATA PREPARATION
DCY,2,2,BMAT 2210,LINEAR ALGEBRA II
DCY,2,2,BMAT 2217,VECTOR ANALYSIS
DCY,2,2,BSTA 2206,PROBABILITY AND STATISTICS III
DCY,2,2,BSTA 2207,OPERATIONS RESEARCH I
DCY,2,2,BSTA 2235,LINEAR MODELS II
DCY,2,2,BSTA 2237,ECONOMETRICS I
DCY,2,2,BSTA 3210,STATISTICAL DATA ANALYSIS
DCY,2,2,DCY 2.2 DICY 2218,Security Assessment and Testing
DCY,2,2,DCY 2.2 DICY 2219,Security Operations management
DCY,2,2,DICY 2216,OCCUPATIONAL SAFETY AND HEALTH PRACTICES
DCY,2,2,DICY 2217,CYBER SECURITY RISK ASSESSMENT
DCY,2,2,DICY 2218,SECURITY ASSESSMENT AND TESTING
DCY,2,2,DICY 2219,SECURITY OPERATIONS MANAGEMENT
DCY,3,2,BCIT 3237,ELECTRONIC COMMERCE
DCY,3,2,BCIT 3238,MOBILE APPLICATION DEVELOPMENT
DCY,3,2,BCIT 3260,RESEARCH METHODS FOR IT
DCY,3,2,BCIT 3262,DATABASE PROGRAMMING
DCY,3,2,BCSC 3220,COMPILER CONSTRUCTION AND DESIGN
DCY,3,2,BCSC 3225,ARTIFICIAL INTELLIGENCE
DCY,3,2,BCSE 3211,SOFTWARE VERIFICATION AND VALIDATION
DCY,3,2,BCSE 3212,OBJECT ORIENTED ANALYSIS AND DESIGN WITH UML
DCY,3,2,BCSE 3213,ADVANCED OBJECT-ORIENTED PROGRAMMING WITH JAVA
DCY,3,2,BCSE 3214,SOFTWARE ARCHITECTURE
DCY,3,2,BDSC 3208,DATA VISUALIZATION
DCY,3,2,BDSC 3211,TEXT ANALYTICS
DCY,3,2,BDSC 3212,DATA ENGINEERING
DCY,3,2,BDSC 3217,VIDEO ANALYTICS
DCY,3,2,BMAT 3213,NUMERICAL ANALYSIS
DCY,3,2,BSTA 3213,STOCHASTIC PROCESSES
DCY,3,2,BSTA 3219,ECONOMIC AND SOCIAL STATISTICS
DCY,3,2,BSTA 3221,THEORY OF ESTIMATION
DCY,3,2,BSTA 3228,SURVIVAL MODELS
DCY,3,2,BSTA 3239,ECONOMETRICS
DCY,3,2,BSTA 3253,RESEARCH METHODS FOR IT
DCY,3,2,BSTA 3253/BCIT 3260,RESEARCH METHODS
DCY,3,2,BSTA 4147,HYPOTHESIS TESTING
DCY,4,2,BCIT 3242,ADVANCED DATABASE MANAGEMENT SYSTEMS
DCY,4,2,BCIT 4261,SYSTEM SECURITY AND AUDIT
DCY,4,2,BCIT 4264,PROJECT II
DCY,4,2,BCIT 4266,COMPUTING LAW AND ETHICS
DCY,4,2,BCSC 4235,DATA MINING
DCY,4,2,BCSC 4248,DATA SCIENCE
DCY,4,2,BCSE 4221,SOFTWARE ENGINEERING PROFESSION AND ETHICS
DCY,4,2,BCSE 4222,SOFTWARE MAINTENANCE AND EVOLUTION
DCY,4,2,BCSE 4224,COMPONENT BASED SOFTWARE DEVELOPMENT
DCY,4,2,BCSE 4225,ADVANCED BACK-END WEB DEVELOPMENT
DCY,4,2,BDSC 4215,STRATEGIC INFORMATION SYSTEMS
DCY,4,2,BDSC 4219,CYBERSECURITY AND DATA SCIENCE
DCY,4,2,BSCC 4227,DATA SCIENCE
DCY,4,2,BSCC 4250,NETWORK PROGRAMMING
DCY,4,2,BSTA 4105,DESIGN AND ANALYSIS OF SAMPLE SURVEY
DCY,4,2,BSTA 4218,NON-PARAMETRIC AND ROBUST METHODS
DCY,4,2,BSTA 4229,BAYESIAN DATA ANALYSIS
DCY,4,2,BSTA 4248,STATISTICS AND BIG DATA ANALYTICS
DCY,4,2,BSTA 4251,PROJECT II
DCY,4,2,BSTA 4254,CATEGORICAL DATA ANALYSIS
DCY,4,2,BSTA 4267,DESIGN AND ANALYSIS OF CLINICAL TRIALS
DHRM,1,1,003145103A,APPLY BUSINESS COMMUNICATION
DHRM,1,1,041155108A,APPLY FINANCIAL ACCOUNTING SKILLS
DHRM,1,1,0413 451 14A,MANAGE HUMAN RESOURCE RECORDS
DHRM,1,1,0413 551 19A,PERFORM HUMAN RESOURCE OPERATIONS
DHRM,1,1,058845106A,APPLY BUSINESS MATHEMATICS AND STATISTICS
DHRM,1,1,061145101A,APPLY DIGITAL LITERACY
DHRM,2,2,DMDE 1202,BUSINESS PLANNING
DHRM,2,2,DMHR 1203,GENERAL ECONOMICS
DHRM,2,2,DMHR 1204,TRAINING AND DEVELOPMENT
DHRM,2,2,DMHR 1205,PERSONNEL ADMINISTRATION
DHRM,2,2,DMHR 1206,PUBLIC RELATIONS
DHRM,2,2,DUCU 1204,RESEARCH PROJECT II
DIT,1,1,APPLY FUNDAMENTALS OF MATHEMATICS 15,Godfrey Makori
DIT,1,1,CYBERSECURITY FUNDAMENTALS 15,Henry Mideko
DIT,1,1,DEMONSTRATE COMMUNICATION SKILLS 15,Samuel Omulando
DIT,1,1,DEMONSTRATE DIGITAL LITERACY 15,Nicole Chepngetich
DIT,1,1,PERFORM SYSTEM ANALYSIS AND DESIGN 15,Danson Gikonyo
DIT,1,1,UNDERSTAND STRUCTURED PROGRAMMING CONCEPTS (C) 15,Brian Obunga
DIT,1,2,DCIT 1103,INTRODUCTION TO PROGRAMMING & ALGORITHMS
DIT,1,2,DCIT 1205,DESKTOP PUBLISHING AND GRAPHICS
DIT,1,2,DCIT 1206,SYSTEM ANALYSIS AND DESIGN
DIT,1,2,DCIT 1209,DATABASE MANAGEMENT SYSTEMS
DIT,1,2,DIT 1.2 0031 441 05A,Cooperative Practices
DIT,1,2,DIT 1.2 0541 541 01A,Discrete Mathematical Concepts
DIT,1,2,DIT 1.2 0612 451 07A,Network Design and Management
DIT,1,2,DIT 1.2 0612 451 08A,Computerized Database System
DIT,1,2,DIT 1.2 0613 451 05A,Computer Programming Principles
DIT,1,2,DIT 1.2 0619 451 06A,Computer Software
DIT,1,2,DUCU 1106,DEVELOPMENT STUDIES AND ETHICS
DIT,1,2,DUCU 1107,RESEARCH METHODS
DIT,2,1,DCIT 2112,STRUCTURED PROGRAMMING
DIT,2,1,DCIT 2113,NETWORK ESSENTIALS
DIT,2,1,DCIT 2115,COMPUTER SYSTEMS PROJECT PROPOSAL
DIT,2,1,DCIT 2220,COMPUTER SUPPORT & MAINTAINANCE
DIT,2,1,DCIT 2221,MANAGEMENT INFORMATION SYSTEMS
DIT,2,1,DCSC 2209,OBJECT ORIENTED PROGRAMMING
DIT,2,2,DCIT 1208,WEB ENGINEERING(CLOUD AND MOBILE)
DIT,2,2,DCIT 2215,"MIXOLOGY) Maurice Odambatafwa DEMONSTRATE UNDERSTANDING OF SECURITY LAWS, POLICIES AND REGULATIONS PROJECT WORK ( DOCUMENTATION AND SYSTEM"
DIT,2,2,DCSC 2207,EVENT DRIVEN PROGRAMMING
DIT,2,2,DCSC 2210,DIGITAL ELECTRONICS CONSTRUCTION
DIT,2,2,DCSC 2212,NETWORK DESIGN AND SETUP
DIT,2,2,DIT 2.2 DCIT 1208,WEB ENGINEERING
DIT,2,2,DIT 2.2 DCIT 2215,PROJECT WORK
DIT,2,2,DIT 2.2 DCSC 2207,EVENT DRIVEN PROGRAMMING
DIT,2,2,DIT 2.2 DCSC 2210,DIGITAL ELECTRONICS CONSTRUCTION
DIT,2,2,DIT 2.2 DCSC 2212,NETWORK DESIGN AND SETUP
DPM,2,2,DMDE 1202,BUSINESS PLANNING
DPM,2,2,DMHR 1203,GENERAL ECONOMICS
DPM,2,2,DMPM 1104,PROJECT QUALITY MANAGEMENT
DPM,2,2,DMPM 1204,RISK MANAGEMENT IN PROJECTS
DPM,2,2,DMPM 1205,LEGAL ISSUES IN PROJECT MANAGEMENT
DPM,2,2,DUCU 1204,RESEARCH PROJECT I
DPSM,2,2,DMDE 1202,BUSINESS PLANNING
DPSM,2,2,DMPS 1104,PUBLIC PROCUREMENT
DPSM,2,2,DMPS 1203,MEASURING PURCHASING PERFORMANCE
DPSM,2,2,DMPS 1204,LEGAL ASPECTS OF PURCHASING
DPSM,2,2,DMPS 1205,SUPPLIES AND MATERIALS MANAGEMENT
DPSM,2,2,DUCU 1204,RESEARCH PROJECT II
DSW,1,1,0031 441 01 A,APPLY COMMUNICATION SKILLS
DSW,1,1,0923 451 01 A,CONDUCT HOME BASED CARE
DSW,1,1,0923 451 02 A,CONDUCT CHILD WELFARE PROGRAMMES
DSW,1,1,0923 451 03 A,MANAGE COMMUNITY- BASED GROUPS
DTM,1,1,0031 541 02A,COMMUNICATION SKILLS
DTM,1,1,0611 541 01A,DIGITAL LITERACY
DTM,1,1,1015 451 03A,FUNDAMENTALS OF TOURISM
DTM,1,1,1015 551 04A,TOUR &TRAVEL BOOKING AND RESERVATIONS
DTM,1,1,1015 551 12A,TOUR AND TRAVEL OPERATIONS
DTM,1,1,CUSTOMER SERVICE 15,Jacquline Mutheu
DTM,2,2,DENV 2201,ENVIRONMENTAL STUDIES
DTM,2,2,DMHR 1206,PUBLIC RELATIONS
DTM,2,2,DMTM 1204,TOURISM MARKETING
DTM,2,2,DMTM 1205,AIRFARE TICKETING AND DOCUMENTATION
DTM,2,2,DUCU 1204,RESEARCH PROJECT II
DTM,2,2,DUCU 2108,ENTREPRENEURSHIP SKILLS
